 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-23-22-747727-28902531713a-1
trials-all-1  | [nurse-4] [INFO] [1698535420.322091128] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698535420.322714144] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [arm-1] [INFO] [1698535420.330986354] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.334149435] [robot]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698535420.336828503] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698535420.338290540] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698535420.343260666] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698535420.351814884] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698535420.355478977] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.361496130] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.374180452] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.380235606] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.384241707] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.388570817] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.390186858] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [robot-6] [INFO] [1698535420.400457119] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698535420.405951259] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.411657404] [robot]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698535420.413224444] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.418683582] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698535420.429881867] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698535420.435114000] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698535420.437831069] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698535420.442553189] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698535420.444153229] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.444746244] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535420.448309335] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535420.454551494] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [arm-1] [INFO] [1698535420.457743575] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.462634699] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.471642928] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698535420.474336996] [nurse]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698535420.476616054] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698535420.477259070] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.485555281] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.490612410] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535420.493770490] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [arm-1] [INFO] [1698535420.502936723] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698535420.515152033] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698535420.520716174] [robot]: Doing a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698535420.525848305] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698535420.528274366] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.535206543] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698535420.539741658] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698535420.542094718] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535420.544833787] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698535420.550497931] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.559069149] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.563022249] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.569997426] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698535420.571143456] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.575038555] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698535420.575021554] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698535420.576165583] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535420.590324943] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698535420.598193143] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.602013240] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.608573406] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.612971518] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535420.613107522] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [robot-6] [INFO] [1698535420.622211753] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698535420.627425885] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698535420.632496014] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.634210058] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698535420.638703172] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.642875278] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.647019383] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535420.653221541] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.654225566] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.663512802] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.668518929] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698535420.676497132] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.684883345] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698535420.687659416] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.692184531] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.698288686] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535420.698613694] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698535420.708278939] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.717921184] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.722081290] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698535420.729623482] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.730238497] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.744298855] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698535420.748253955] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698535420.746028898] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.750226005] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698535420.761198284] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [environment-3] [INFO] [1698535420.762151308] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698535420.767656448] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.779096739] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698535420.779880758] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535420.783847859] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698535420.789164994] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535420.790033016] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698535420.801174299] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.806090424] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.814519638] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.818852749] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.818379737] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698535420.825320913] [robot]: Doing a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698535420.827074957] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.835918182] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698535420.838602250] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.845890435] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.859512781] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.864789916] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.875445186] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.879918300] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535420.897049735] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535420.902296868] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698535420.906941986] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698535420.912319123] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698535420.913181145] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.921185348] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535420.926058472] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535420.931185602] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535420.934916697] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698535420.941015852] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698535420.945693971] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.949530068] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.959318317] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698535420.967166516] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698535420.967297520] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535420.974623706] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698535420.980927866] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698535420.992771167] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698535420.993957197] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698535420.998321308] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535421.003150431] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535421.006260509] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698535421.006291510] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535421.011339638] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535421.018455818] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698535421.027389044] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698535421.029327093] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.039592353] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698535421.049227597] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698535421.053523706] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698535421.051258649] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698535421.054893741] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535421.055877766] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.062318929] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698535421.064216977] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535421.073332208] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698535421.082449439] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698535421.085793523] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698535421.089639621] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.090867652] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535421.094941755] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698535421.095054758] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698535421.105345018] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698535421.115205268] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698535421.116652305] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698535421.129227623] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535421.136712813] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535421.137550834] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535421.143316980] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.149020124] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698535421.156616317] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698535421.157431337] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698535421.171255687] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698535421.173785751] [robot]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698535421.175703800] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.180524922] [robot]: Pick up
trials-all-1  | [environment-3] [INFO] [1698535421.181178939] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698535421.193507251] [arm]: success
trials-all-1  | [robot-6] [INFO] [1698535421.198983389] [robot]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698535421.202703484] [arm]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698535421.204166521] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.209760662] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.220923945] [robot]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535421.229982174] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.231906223] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698535421.241463465] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698535421.252702750] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535421.252690749] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698535421.256387843] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698535421.266303094] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698535421.272045239] [robot]: Doing a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698535421.276342348] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.281939490] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.291035720] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698535421.301611988] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.305545088] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698535421.317667395] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698535421.331295740] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698535421.336978884] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698535421.339150939] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698535421.355334348] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698535421.366504631] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698535421.370408730] [coordinator]: The time of execution of above program is:2.618635416030884
trials-all-1  | [coordinator-2] [INFO] [1698535421.373923819] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698535421.393442313] [coordinator]: ENDSIM
trials-all-1 exited with code 0
