 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-12-04-479763-8880973b0b01-1
trials-all-1  | [robot-6] [INFO] [1698534741.459270072] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698534741.466082947] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534741.472657826] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698534741.486074579] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.495128413] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698534741.495955398] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.501353298] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698534741.506766199] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.517551001] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [robot-6] [INFO] [1698534741.521870921] [robot]: Deposit
trials-all-1  | [nurse-4] [INFO] [1698534741.533337710] [nurse]: success
trials-all-1  | [environment-3] [INFO] [1698534741.534313692] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.538041624] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.550945386] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698534741.553539339] [nurse]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698534741.567505082] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.572044998] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.569794040] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534741.570894020] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698534741.592947614] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698534741.601552456] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.602041447] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698534741.611716269] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698534741.615713195] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698534741.622141077] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.626681994] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698534741.642922695] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [environment-3] [INFO] [1698534741.648336595] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.648693589] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698534741.652811513] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.662567334] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698534741.672074159] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698534741.677222064] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698534741.681508985] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [arm-1] [INFO] [1698534741.679291026] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534741.685517912] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534741.690018829] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.707631505] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698534741.709150477] [robot]: Action: a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698534741.712446416] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.716248347] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.713761392] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698534741.714986370] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698534741.722879225] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698534741.726646155] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698534741.736562973] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534741.731651063] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698534741.738254942] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698534741.742383866] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698534741.743982836] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534741.748873747] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698534741.749271739] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [environment-3] [INFO] [1698534741.754875636] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.758526569] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.774462276] [robot]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698534741.778592200] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.782399130] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.779880176] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.790678978] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698534741.797851846] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698534741.798780829] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698534741.802184766] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.805584704] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534741.811586593] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534741.821756406] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698534741.822472393] [environment]: Action: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.830269250] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698534741.835862147] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698534741.839925072] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698534741.841052051] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.849979887] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698534741.854310808] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698534741.858240735] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534741.854631802] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698534741.858432732] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698534741.856987758] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698534741.866295587] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698534741.875801412] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698534741.875973409] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.889594159] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698534741.891894116] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [robot-6] [INFO] [1698534741.914638698] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.926939472] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.930969398] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698534741.927614459] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.930047415] [robot]: Action: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698534741.932328373] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534741.942349188] [robot]: Doing a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698534741.956752924] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698534741.943042176] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698534741.948295079] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698534741.954002974] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698534741.957536909] [environment]: Action: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698534741.961937828] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698534741.970029679] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698534741.978893516] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534741.982607448] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698534741.980923479] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534741.985466396] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698534741.981241473] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698534741.989574320] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698534741.996267197] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698534742.007437992] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534742.012348901] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698534742.018663785] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698534742.029495586] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698534742.032316534] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698534742.040848377] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534742.044432311] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698534742.042881340] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698534742.054744122] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534742.064516942] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698534742.068477869] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534742.065261928] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698534742.070656829] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698534742.074725754] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698534742.080817642] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698534742.084954566] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698534742.088453502] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698534742.098180323] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698534742.100051288] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698534742.102934235] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698534742.115314008] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534742.120293916] [robot]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698534742.107650149] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698534742.111853071] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698534742.115604002] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698534742.119605929] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698534742.128146772] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534742.124905831] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698534742.131031719] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698534742.141240531] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698534742.146716430] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698534742.151345345] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534742.155264273] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698534742.160218182] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698534742.155267273] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698534742.159068203] [arm]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698534742.172157962] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698534742.178334849] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698534742.182400774] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [environment-3] [INFO] [1698534742.182143779] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698534742.186435700] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698534742.191131613] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698534742.196590513] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698534742.217808123] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698534742.217971120] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698534742.221645052] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698534742.227826939] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698534742.231568870] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698534742.239065732] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [environment-3] [INFO] [1698534742.242197674] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698534742.251519503] [coordinator]: The time of execution of above program is:2.0376672744750977
trials-all-1  | [coordinator-2] [INFO] [1698534742.255514429] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698534742.259330359] [coordinator]: ENDSIM
trials-all-1 exited with code 0
