 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-06-50-409312-20bc4ee538dc-1
trials-all-1  | [robot-6] [INFO] [1698538027.626648386] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698538027.630870317] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538027.637353211] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698538027.647336048] [arm]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538027.651453981] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538027.655404917] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538027.648078036] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538027.652016972] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698538027.655872909] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698538027.655678912] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [environment-3] [INFO] [1698538027.659293853] [environment]: Action: a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698538027.659675847] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698538027.665860746] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538027.672972630] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538027.677762552] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538027.694262283] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698538027.696457247] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538027.697167235] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538027.702247153] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.711941994] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538027.716570919] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538027.722018830] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538027.726048764] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538027.714669950] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538027.726606755] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538027.729089715] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538027.734242631] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698538027.738512561] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538027.743065487] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538027.740562527] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698538027.741794507] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698538027.753530316] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698538027.755333286] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.760454203] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538027.761283189] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [nurse-4] [INFO] [1698538027.765953113] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698538027.778118915] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698538027.778710905] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698538027.783779822] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538027.791822691] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.799210571] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538027.803687498] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538027.809673400] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538027.811496370] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698538027.816121295] [robot]: Doing a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698538027.816462289] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698538027.821051214] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698538027.822763186] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698538027.824708155] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538027.828730089] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538027.828818088] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.839186918] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.842930857] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538027.847597781] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538027.850006742] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698538027.850372736] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698538027.857483620] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698538027.861894548] [robot]: Authenticate nurse
trials-all-1  | [coordinator-2] [INFO] [1698538027.858595602] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698538027.864862500] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698538027.865122495] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538027.866212478] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698538027.873124365] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538027.876097316] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538027.883461196] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538027.883510195] [nurse]: success
trials-all-1  | [arm-1] [INFO] [1698538027.892720045] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538027.897890961] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [arm-1] [INFO] [1698538027.898430952] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698538027.905324839] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538027.908005796] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538027.912374724] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538027.917200646] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698538027.917635639] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698538027.922078566] [robot]: Doing a_open_drawer
trials-all-1  | [nurse-4] [INFO] [1698538027.924117533] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698538027.926262498] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538027.930338431] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698538027.930540428] [nurse]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698538027.933801375] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698538027.939239286] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538027.940954258] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698538027.941171255] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538027.946271171] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538027.954796032] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698538027.955516021] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538027.959504955] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538027.961149929] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [robot-6] [INFO] [1698538027.968123815] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538027.973735723] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698538027.974144717] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538027.977792657] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538027.980256617] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538027.992575416] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698538027.992647415] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698538027.998109326] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538027.999484303] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538028.009805135] [robot]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698538028.013107081] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538028.016580024] [robot]: Doing a_deposit
trials-all-1  | [nurse-4] [INFO] [1698538028.019861971] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698538028.022871922] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [arm-1] [INFO] [1698538028.025582878] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538028.027845841] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698538028.031462782] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698538028.032681762] [robot]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698538028.037486684] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.043821581] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.044643567] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.047002529] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.051341458] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698538028.059054332] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698538028.062880270] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698538028.070301149] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698538028.074178086] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698538028.075577063] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538028.078628013] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698538028.095175744] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698538028.095175744] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698538028.102464625] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538028.106141565] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.110391496] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538028.112443462] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698538028.114321432] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538028.117972372] [nurse]: Action: a_open_door
trials-all-1  | [robot-6] [INFO] [1698538028.125246253] [robot]: Action: a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698538028.131810147] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698538028.131933145] [robot]: Doing a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698538028.138439038] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538028.138657035] [nurse]: Doing a_open_door
trials-all-1  | [robot-6] [INFO] [1698538028.147638889] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.158220716] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538028.163379632] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.178036393] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.182152326] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538028.179166375] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698538028.185762267] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698538028.190996182] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698538028.196790088] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698538028.194214129] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.198259064] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.206345932] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698538028.212733828] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.217099757] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.222209673] [robot]: Action: a_navto
trials-all-1  | [coordinator-2] [INFO] [1698538028.223482652] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698538028.235013465] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538028.240372377] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538028.242786338] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.252665177] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.258395083] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.263961993] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.270934879] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.276235793] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.285451643] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.294061502] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.300329400] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.306434301] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.312849196] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.316917130] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.327084964] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.331178897] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.335508827] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.339389763] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.345346666] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.349610597] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.357487469] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.361524403] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538028.362375389] [environment]: Receiving message: a_open_door,nurse1,Room3
trials-all-1  | [arm-1] [INFO] [1698538028.365552337] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.368621287] [environment]: Action: a_open_door
trials-all-1  | [arm-1] [INFO] [1698538028.369072280] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.374577190] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.378893120] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.387693976] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.391226919] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.394918859] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.398817795] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.404460703] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.408063644] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.415596522] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.419998450] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.424175382] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.428441312] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.430061286] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538028.434842208] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.439602130] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.446889012] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.450835947] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538028.453627902] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.454697884] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698538028.455717868] [nurse]: success
trials-all-1  | [arm-1] [INFO] [1698538028.458770818] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.465015716] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.468963652] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698538028.473588576] [nurse]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698538028.476530528] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.484438400] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.489093324] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.492969261] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.496680200] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.502569104] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538028.505300060] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538028.506418041] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538028.510422976] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538028.515129899] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538028.516622875] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538028.525517730] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538028.529955658] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698538028.536552550] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.539017510] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538028.539064509] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [arm-1] [INFO] [1698538028.543230441] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538028.544714417] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698538028.546668385] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.553528274] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538028.553599272] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.559658174] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538028.562030135] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698538028.572158970] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.576410901] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.580036842] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.589504687] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698538028.593402624] [robot]: Doing a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698538028.594659603] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.600916501] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.601088498] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.608454378] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.612631310] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.623798128] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.627835063] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538028.629486036] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [arm-1] [INFO] [1698538028.634169959] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.634570953] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698538028.637883899] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.643833802] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.647377744] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538028.651233681] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538028.658427564] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.662286501] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.666032440] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.670327370] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.674078309] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698538028.676285273] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.681870182] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538028.690183046] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.696224948] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.700364881] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538028.701447863] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698538028.705235801] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698538028.706673778] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.717086608] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.721473536] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.725809466] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.730005397] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538028.735063315] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698538028.735924301] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.739438244] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538028.748468097] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538028.753296018] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [robot-6] [INFO] [1698538028.760777896] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698538028.766753799] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698538028.770878731] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538028.774874666] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698538028.777168629] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538028.777884617] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.781100565] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.783287529] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.791691392] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538028.792711375] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698538028.796236318] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698538028.797151303] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.800438250] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538028.805705164] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [environment-3] [INFO] [1698538028.806529150] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698538028.810426087] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.819131945] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.822948883] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538028.811031077] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538028.828255796] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.834882688] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698538028.839257617] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.841137586] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538028.845662513] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538028.849094457] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.849448451] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.864800201] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538028.868769136] [robot]: Pick up
trials-all-1  | [environment-3] [INFO] [1698538028.874724039] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698538028.879344964] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698538028.882698909] [arm]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698538028.890865776] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698538028.891789761] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.898741647] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538028.910350458] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698538028.916090365] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538028.920569292] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698538028.917794337] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698538028.921711273] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698538028.931635111] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698538028.935851043] [coordinator]: The time of execution of above program is:2.5034191608428955
trials-all-1  | [coordinator-2] [INFO] [1698538028.939503983] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698538028.943466919] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538028.976874374] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698538028.992068126] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698538029.007603873] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698538029.017815707] [robot]: Action result: True
