 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [coordinator-2] [INFO] [1698542561.768086641] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542561.777098085] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.790791241] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.800093668] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.803753442] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.807360220] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.812548900] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.817707582] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.818287546] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.821237365] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542561.831259747] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542561.838852279] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542561.840653168] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542561.845277883] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542561.849129645] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542561.851846478] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.855321264] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.863257775] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542561.869783372] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542561.873871120] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542561.875401026] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542561.880666702] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542561.889222174] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542561.896344735] [coordinator]: The time of execution of above program is:3.059591770172119
trials-all-1  | [robot-6] [INFO] [1698542561.902245372] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542561.912555736] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542561.916254508] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542561.915442558] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.919576303] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.923849040] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.928733739] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.927873792] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.938056164] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.941309964] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.951278349] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542561.953491213] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542561.960640772] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542561.970620157] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542561.974704905] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542561.971097128] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.974891894] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.981757471] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.981673476] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542561.989501993] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542561.993591741] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542561.990656922] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.006085971] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542562.011112662] [coordinator]: The time of execution of above program is:3.1724159717559814
trials-all-1  | [coordinator-2] [INFO] [1698542562.018842186] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542562.020065111] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.031652398] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542562.039098940] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542562.037190057] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.055325941] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.068919105] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.072365892] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.074840740] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.085696072] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.094058557] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.097971317] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.108146690] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542562.110048573] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.114479301] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542562.115032267] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.126566557] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542562.133032159] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542562.138039851] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.140803681] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542562.150677073] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.154915812] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542562.154153859] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542562.157815634] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542562.163178304] [coordinator]: The time of execution of above program is:3.3378806114196777
trials-all-1  | [arm-1] [INFO] [1698542562.167972009] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.178558357] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542562.182788097] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542562.189751669] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.197090217] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.202885860] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542562.207054604] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.210631384] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.226102432] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542562.238477670] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.242319434] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.250243946] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542562.255500622] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.267794866] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542562.273028544] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542562.273099539] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542562.279446149] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.281354031] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.286593709] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.297968009] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.301963763] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542562.301872769] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542562.312414120] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542562.324197395] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.328037159] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.326268267] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542562.330685996] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542562.334561757] [coordinator]: The time of execution of above program is:3.5095503330230713
trials-all-1  | [robot-6] [INFO] [1698542562.333095847] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.337015606] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.353858569] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.357586340] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542562.357761329] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542562.361570095] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542562.370738531] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.375815218] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.379669981] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542562.392900167] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542562.402884552] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542562.404800435] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.416116738] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.419626522] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.418115615] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542562.422156366] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542562.434844586] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.440370246] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.434959579] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542562.448941718] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542562.453048465] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.455063341] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542562.463796804] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.470894367] [coordinator]: The time of execution of above program is:3.6339476108551025
trials-all-1  | [coordinator-2] [INFO] [1698542562.474945118] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542562.473103231] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.476477024] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.486031436] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.499498607] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.503202379] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.506298188] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542562.506780159] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.515487623] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.519238392] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.524909043] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.536698318] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.538203225] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.548296604] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.560680842] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542562.563056696] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.574362000] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.578116769] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.584278390] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.587899167] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.585514314] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542562.589816049] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542562.608244915] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542562.614749514] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.618638275] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.622403043] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.621585094] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542562.625320864] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542562.641234884] [coordinator]: The time of execution of above program is:3.804136037826538
trials-all-1  | [coordinator-2] [INFO] [1698542562.647355508] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542562.652886167] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542562.649373384] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.655205025] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.658773805] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542562.675149797] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.679430534] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.688030005] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542562.690365861] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.694229623] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542562.705873907] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542562.711392567] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542562.715171334] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542562.710833601] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.714629368] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.725924673] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.731263344] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.742781635] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.747076371] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.750716147] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.758096693] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542562.765908212] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.773507744] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542562.773926719] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542562.781387260] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542562.781690241] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.792921550] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.796777312] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.800198102] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.806502714] [coordinator]: The time of execution of above program is:3.9603514671325684
trials-all-1  | [coordinator-2] [INFO] [1698542562.811445410] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542562.816587093] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542562.815644151] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.823081694] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.831418181] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.841783543] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.845514313] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.844666365] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.851626937] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.855135721] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542562.853008852] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.856368645] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.868754883] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542562.877450348] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542562.880891136] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542562.888175688] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542562.892200440] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542562.893570356] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.901394874] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.905420627] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542562.909005406] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542562.919586755] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.924266467] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542562.927637259] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542562.931250037] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542562.939317541] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542562.950695840] [coordinator]: The time of execution of above program is:4.110419273376465
trials-all-1  | [arm-1] [INFO] [1698542562.950870830] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542562.956348493] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542562.963615045] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542562.967381814] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542562.956626475] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542562.962033143] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542562.974127398] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542562.979272082] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542562.996739007] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542562.998514898] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.003397597] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.013513975] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542563.014351924] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542563.017278744] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542563.020217564] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.023793344] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542563.022361432] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.031540868] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.040766301] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.042840174] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542563.048321837] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542563.050701691] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542563.053799500] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.062372973] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.066133742] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.073161311] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.076761089] [coordinator]: The time of execution of above program is:4.229607820510864
trials-all-1  | [arm-1] [INFO] [1698542563.078256997] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.083653666] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542563.088220385] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542563.085379560] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.089498307] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.104222402] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542563.112221911] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.117006617] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.120267416] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542563.123501218] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.130177807] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.135611473] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542563.136544416] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542563.141257127] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.144616920] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542563.142626042] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.150294571] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.163693748] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.167510513] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.173041174] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.181773637] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.187193304] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542563.193167937] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542563.197096696] [coordinator]: The time of execution of above program is:4.372127056121826
trials-all-1  | [arm-1] [INFO] [1698542563.187295298] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.193779899] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.197502671] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.210945845] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.214816607] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.218626373] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.222349144] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.219807300] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542563.224240028] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542563.230249659] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.235710323] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.247917573] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.251610346] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.255113131] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.261124762] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542563.265659483] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.273468003] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542563.287416146] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.290833936] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.282015478] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542563.287229158] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542563.291014925] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542563.294731697] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542563.317303310] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542563.321639043] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.327106707] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542563.333074341] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.333198333] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542563.338983978] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542563.343011730] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542563.346852494] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.351397215] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.364879387] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.369922077] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542563.365621341] [coordinator]: The time of execution of above program is:4.5219480991363525
trials-all-1  | [arm-1] [INFO] [1698542563.381697353] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.385818100] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.399508259] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.403821994] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.412137483] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542563.419089056] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542563.421360916] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542563.422856824] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542563.426619593] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542563.432748216] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542563.436850964] [robot]: not ready
