 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-15-02-138657-41190146127f-1
trials-all-1  | [arm-1] [INFO] [1698527720.234475789] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527720.239973746] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698527720.244210713] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698527720.240598741] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.244127713] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.258291602] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698527720.271146500] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698527720.273018486] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527720.279654433] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527720.283919400] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527720.298357286] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698527720.302462253] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527720.307516214] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698527720.298396286] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.302378254] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.323159090] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527720.336029989] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.339699960] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.349380884] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527720.354719842] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527720.363528772] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.369323727] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.373408694] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527720.369829723] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698527720.374015690] [environment]: Action: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698527720.377998658] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527720.381347632] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.388632574] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.403828455] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.408529418] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527720.428475260] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527720.438646180] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527720.446455119] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.450691085] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.458028027] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.464484977] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.474927894] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.479078862] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.483091830] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.493343749] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527720.499266702] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [coordinator-2] [INFO] [1698527720.503620668] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527720.504270663] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.509643621] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527720.507984634] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698527720.518473551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.522355520] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527720.533659431] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.538965390] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.542704360] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698527720.548386315] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.555955256] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.558228238] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527720.567320166] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.572198128] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527720.572198128] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527720.576418094] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527720.579945067] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698527720.580322064] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527720.594361953] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.610358827] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.613718800] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [arm-1] [INFO] [1698527720.602115892] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.606804855] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.625338709] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.626213702] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527720.637631612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.641724580] [robot]: Pick up
trials-all-1  | [arm-1] [INFO] [1698527720.651497503] [arm]: success
trials-all-1  | [robot-6] [INFO] [1698527720.656553463] [robot]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.667961373] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527720.672220339] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.689959200] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527720.706020073] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527720.711434030] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527720.732583864] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698527720.744352771] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.749630729] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.766532596] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527720.771604556] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527720.786237441] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527720.790388408] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527720.794533375] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698527720.798918341] [coordinator]: The time of execution of above program is:2.149705410003662
trials-all-1  | [coordinator-2] [INFO] [1698527720.822139158] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698527720.826174126] [coordinator]: ENDSIM
trials-all-1 exited with code 0
