 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [coordinator-2] [INFO] [1698529240.731680882] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529240.727045741] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.730668851] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.740031137] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.749105413] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.760160751] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.763919865] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.753375544] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.757428667] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529240.761113780] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529240.780064358] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.794750806] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529240.795020814] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529240.802132031] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.810592289] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.814426406] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.818096518] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.828779843] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529240.831618930] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529240.842153251] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.845831363] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.857026705] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.860797820] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.864226924] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.875116257] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529240.875285262] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.884694549] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529240.888913677] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529240.890176716] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529240.893959831] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529240.901028047] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.910742343] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.914423455] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.917854560] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529240.915586491] [coordinator]: The time of execution of above program is:3.9312968254089355
trials-all-1  | [coordinator-2] [INFO] [1698529240.920218632] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529240.925026779] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529240.927756862] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.937939173] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.950912568] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.962879933] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.966929057] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.970731173] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.963232944] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.967346069] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529240.971319191] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698529240.989751753] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529240.999140039] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529241.004917215] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.008217315] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.021193709] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.028194922] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.033460082] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.044693423] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.056670787] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.062917977] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529241.057331807] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529241.082554573] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.088717760] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.092770883] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.096473996] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.090285808] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529241.102916191] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529241.103108197] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529241.107074318] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529241.117996649] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.118816674] [coordinator]: The time of execution of above program is:4.144386291503906
trials-all-1  | [arm-1] [INFO] [1698529241.130653034] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.137047228] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529241.144464453] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529241.148642580] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529241.152833707] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529241.164530063] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.168821193] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.179924530] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.183939652] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.169509214] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.194148962] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529241.198250087] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.204326271] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529241.216656646] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529241.230513067] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529241.232669132] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529241.238940323] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529241.254289789] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529241.244162481] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.264673104] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.268769229] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.264728106] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529241.268266213] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529241.282245638] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.293503980] [coordinator]: The time of execution of above program is:4.305636167526245
trials-all-1  | [coordinator-2] [INFO] [1698529241.299420159] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529241.287756805] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.305328339] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.311768534] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529241.318314733] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529241.329462072] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.336482285] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529241.347725626] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.347513620] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.351889753] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.360273008] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.365005151] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529241.364164126] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.373980424] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529241.383187704] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529241.396647112] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529241.399729206] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.401353255] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529241.405415379] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529241.416691721] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529241.420371833] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529241.426736026] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.435627296] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.439232406] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.448240679] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.452084796] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.458087978] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529241.464871184] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529241.469696331] [coordinator]: The time of execution of above program is:4.502579927444458
trials-all-1  | [coordinator-2] [INFO] [1698529241.473515447] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529241.465131192] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.469258318] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.473282440] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.477029554] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.498288199] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.502935340] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.521077891] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.525428023] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529241.534948313] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.538816430] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.542453541] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.538114409] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.542277535] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.551681821] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.563123168] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.566978285] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529241.567072288] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529241.581876738] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.586193869] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529241.594428119] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529241.599148262] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529241.594667126] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.599766281] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.606191476] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.613577701] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.631397242] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.635929379] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.639332483] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.636644401] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529241.655109962] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529241.656371000] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529241.668347364] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.672170480] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.674188541] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529241.685277878] [coordinator]: The time of execution of above program is:4.711693525314331
trials-all-1  | [arm-1] [INFO] [1698529241.688111964] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.694029144] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.698966294] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.702599404] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529241.711455673] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529241.718234879] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529241.722104997] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.727311155] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.737822474] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.741237578] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.738567497] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.742293610] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.750444857] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529241.752209911] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.760718169] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529241.773962572] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529241.780152760] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.783712868] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529241.794191186] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529241.798391314] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529241.796001241] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.807942604] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.811481711] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.815049819] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.820263978] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529241.829435256] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529241.832725356] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529241.835500441] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529241.839519563] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529241.847581807] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.854232009] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529241.855088035] [coordinator]: The time of execution of above program is:4.876875638961792
trials-all-1  | [arm-1] [INFO] [1698529241.865768360] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529241.869512474] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529241.869148462] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529241.876093673] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529241.884662934] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529241.888401047] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.899191375] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.902865486] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.906537598] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.901491445] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529241.905534568] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.916246893] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529241.920864033] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.928863276] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529241.938310563] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529241.945040767] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529241.945393778] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.953775033] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529241.957268139] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529241.965367385] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529241.966826429] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529241.983184926] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529241.985587999] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529241.999459420] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.005809613] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.000904464] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529242.005255596] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529242.016041922] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.021337082] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529242.028544300] [coordinator]: The time of execution of above program is:5.0426695346832275
trials-all-1  | [arm-1] [INFO] [1698529242.036740548] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.040227654] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.046552845] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.050932977] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.051465993] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529242.060246259] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529242.070966583] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.075091708] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.078912824] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.074471689] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.078325806] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529242.101273500] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529242.106487657] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529242.111122798] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529242.104367593] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.108180709] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.117771999] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.122140131] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529242.141568718] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529242.151805028] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.155514140] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.159034247] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.156203161] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529242.159820270] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.176159765] [coordinator]: The time of execution of above program is:5.19703221321106
trials-all-1  | [arm-1] [INFO] [1698529242.176757783] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.184874028] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.189637172] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.196601383] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529242.201158521] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529242.201726538] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.205327647] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.208124731] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.213161884] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.217444013] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.213953908] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.217670020] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.234373525] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529242.245477861] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529242.250206004] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.251943056] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.259545286] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.262978390] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.272987693] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529242.273566710] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529242.289738200] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529242.293609317] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.303188606] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529242.307187727] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529242.303188606] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.307116725] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.311429856] [coordinator]: The time of execution of above program is:5.344433784484863
trials-all-1  | [arm-1] [INFO] [1698529242.317695045] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.323473220] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529242.333980538] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529242.335387580] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.352104086] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.356943232] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529242.358203270] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.361528371] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529242.377301848] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.381396972] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.379741922] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.383475034] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.393631342] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529242.402545611] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.406672736] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529242.410112840] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529242.414078960] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529242.412815922] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.416895045] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529242.430780465] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529242.439353724] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.443525851] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529242.440094747] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.458534304] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529242.469274629] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.473575759] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529242.474346783] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529242.478745916] [coordinator]: The time of execution of above program is:5.511650562286377
trials-all-1  | [robot-6] [INFO] [1698529242.481679004] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529242.486861161] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529242.493877373] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529242.498379509] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529242.502112622] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529242.506288749] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529242.516316052] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529242.519734155] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529242.507031771] [robot]: Action result: False
