 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-05-40-823859-f72fc3cdbedd-1
trials-all-1  | [robot-6] [INFO] [1698541557.912157383] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541557.925832320] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541557.926664317] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698541557.929982301] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541557.931883293] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541557.939089260] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541557.941225250] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541557.943696239] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541557.946339227] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541557.948142218] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541557.955304186] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541557.961171159] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541557.963433148] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541557.966792133] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541557.972087109] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541557.982973059] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541557.985883046] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541557.990967022] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698541557.991320021] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.001321975] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.006363952] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541558.008254943] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.008697941] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.015332911] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698541558.021895881] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541558.017272902] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541558.021726882] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541558.022743877] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541558.026587859] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541558.030270842] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [nurse-4] [INFO] [1698541558.032430832] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541558.036557814] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541558.041986789] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698541558.043765781] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.049153756] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541558.047404764] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541558.050478750] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [arm-1] [INFO] [1698541558.059012711] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.063269691] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541558.068262668] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.071135655] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541558.075397636] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.080119614] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.084882592] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.085085591] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.093596552] [robot]: Action: a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.095786542] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.101561516] [robot]: Doing a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.103085509] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541558.108406484] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.110041477] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.117991441] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.123112417] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541558.117054445] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541558.127212398] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.133377370] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.137798350] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.141842331] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.142478328] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [nurse-4] [INFO] [1698541558.146309311] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.156219265] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541558.163915230] [environment]: Action: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.164751226] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.174298183] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541558.175922175] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698541558.187414123] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.189257114] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541558.198903070] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.201665057] [robot]: success
trials-all-1  | [nurse-4] [INFO] [1698541558.203363050] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.206458035] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541558.207191032] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541558.210644016] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.211824011] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.216258990] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541558.219068978] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.232754915] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541558.223353958] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541558.227490939] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541558.231155922] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [robot-6] [INFO] [1698541558.223876956] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.227832937] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.228111936] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.251641828] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541558.257791800] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.253248821] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.257779800] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541558.258365798] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.262987776] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.267217757] [robot]: Doing a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.267381756] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.275549719] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.280204698] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.276492715] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.271694737] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698541558.285157675] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.290843649] [robot]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.293689636] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541558.297861617] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.303678590] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.308827566] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.314154542] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.318144524] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698541558.322281505] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.326213487] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.335100446] [robot]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541558.318809521] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541558.318815521] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.323158501] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541558.322936502] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.327578481] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.331562462] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.335582444] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.336396440] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.336862438] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541558.349549380] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [environment-3] [INFO] [1698541558.349549380] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.356174350] [robot]: Authenticate nurse
trials-all-1  | [nurse-4] [INFO] [1698541558.364756310] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698541558.364933309] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541558.365734306] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.372264276] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698541558.373109272] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698541558.380693237] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.384560220] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.388241203] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541558.395646169] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541558.385428216] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698541558.389656196] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698541558.388690201] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.393223180] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.397028162] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.400453147] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.397650160] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541558.401867140] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541558.401598142] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541558.409044107] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698541558.419761058] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541558.424337037] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [robot-6] [INFO] [1698541558.432464000] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.437698976] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541558.445165942] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.452550908] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541558.456587890] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.464857852] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.474646807] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698541558.478923787] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698541558.484572761] [robot]: success
trials-all-1  | [nurse-4] [INFO] [1698541558.467420840] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698541558.475020805] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698541558.473808811] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.477979792] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.481850774] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.486285754] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.490639734] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698541558.491859728] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.494356717] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.501132686] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.498111699] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698541558.503081677] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698541558.502086681] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541558.508030654] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [nurse-4] [INFO] [1698541558.510683642] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.514716623] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541558.515471620] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698541558.522607587] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698541558.516498615] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541558.526629569] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698541558.527607564] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541558.537683518] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [environment-3] [INFO] [1698541558.537511519] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.538206516] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.545021485] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.558520423] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541558.560444414] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.566632386] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.577141337] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.581460318] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.583272309] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541558.586431295] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.608213195] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541558.610675184] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.616730156] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541558.620376139] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.621353135] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698541558.630864091] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541558.631104090] [nurse]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698541558.639776051] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698541558.641287044] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698541558.641862041] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.645260025] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.649365007] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.654006985] [robot]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698541558.670158911] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541558.679305869] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541558.681537859] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.684035848] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [environment-3] [INFO] [1698541558.687376832] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.696810789] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.706205746] [robot]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698541558.699806776] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.701659767] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541558.709247732] [robot]: Deposit
trials-all-1  | [nurse-4] [INFO] [1698541558.725764657] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698541558.727354649] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698541558.731890629] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541558.735462612] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541558.738569598] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541558.738827597] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698541558.745139568] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.752576534] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [environment-3] [INFO] [1698541558.753277531] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541558.757550511] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.765950473] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541558.771776446] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698541558.766894468] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.771768446] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541558.770891450] [nurse]: Action: a_open_door
trials-all-1  | [arm-1] [INFO] [1698541558.775467429] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541558.775546429] [nurse]: Doing a_open_door
trials-all-1  | [robot-6] [INFO] [1698541558.783997390] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.790450360] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.806860285] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.812979257] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541558.817315237] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698541558.823341210] [robot]: Doing a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698541558.826764194] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541558.831667172] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.841407127] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698541558.845614108] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541558.854415067] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541558.860224041] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541558.867655007] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698541558.869246999] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.877112963] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541558.879195954] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541558.883185936] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [environment-3] [INFO] [1698541558.885432925] [environment]: Receiving message: a_open_door,nurse1,Room3
trials-all-1  | [arm-1] [INFO] [1698541558.885746924] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541558.892936891] [environment]: Action: a_open_door
trials-all-1  | [arm-1] [INFO] [1698541558.895849878] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541558.903180844] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541558.909027817] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541558.916170785] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.921322761] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541558.932453710] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541558.935870694] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541558.939379678] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541558.946642645] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698541558.950380628] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541558.947481641] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.951285624] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541558.956532600] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541558.961750576] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541558.968940543] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541558.978366500] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.987427458] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541558.991198441] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541559.002470389] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541559.011735347] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541559.014969332] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541559.021255303] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541559.023315294] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541559.028674269] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541559.032649251] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541559.037237230] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541559.041317211] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541559.049516173] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541559.054849149] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541559.060386124] [environment]: Responding
trials-all-1  | [environment-3] [INFO] [1698541559.071204074] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541559.078728040] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698541559.085960006] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541559.094861966] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541559.097655953] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541559.102268932] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541559.109141900] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698541559.106000914] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541559.116067868] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541559.116476866] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698541559.123192836] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698541559.126921819] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541559.134815782] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541559.139410761] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [environment-3] [INFO] [1698541559.140729755] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541559.145311734] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541559.154597692] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541559.160052667] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541559.169318624] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541559.173844603] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541559.173973603] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541559.188875534] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698541559.194023511] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698541559.199551485] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541559.199863484] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541559.204738462] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541559.205252459] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541559.218524398] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541559.225852365] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541559.229531348] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541559.240037300] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541559.247349266] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541559.252827241] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541559.257824218] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541559.265193184] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541559.270383161] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541559.279742118] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541559.285095093] [arm]: Action result: False
