 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-44-37-149540-2487e2728a1d-1
trials-all-1  | [arm-1] [INFO] [1698536695.078274364] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536695.083655420] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698536695.089915484] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698536695.093575522] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.102888619] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536695.113743731] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698536695.118619781] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536695.122418820] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536695.129937898] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.134194942] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.129307892] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536695.133149931] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536695.139760000] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.143536039] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536695.144886053] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698536695.148680092] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536695.171073323] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698536695.184608463] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536695.190574525] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536695.199996622] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698536695.203902663] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536695.205064675] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.216356792] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536695.219183821] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698536695.228381916] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.231948953] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536695.244752085] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536695.252618166] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536695.261298256] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.271140358] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.281083461] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.285274504] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536695.282587476] [environment]: Action: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698536695.286641518] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698536695.302455682] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536695.306959728] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536695.311258773] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698536695.316642828] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536695.326000925] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536695.328283949] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536695.332997997] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698536695.340703077] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.346270135] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.349815171] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536695.360926286] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698536695.362111298] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536695.366280341] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536695.378705470] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698536695.382414508] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698536695.387418560] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536695.391140598] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698536695.400947700] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.413190826] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.422659924] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.426683966] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536695.423707935] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698536695.428087980] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536695.431578016] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698536695.437011073] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536695.453554244] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.458274292] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.461928330] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [arm-1] [INFO] [1698536695.454251251] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536695.458064290] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.461928330] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.481721535] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536695.485590575] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698536695.493516657] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536695.497625699] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536695.503700762] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536695.499369717] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698536695.502931754] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536695.534783083] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698536695.549416235] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536695.554273285] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536695.577859529] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698536695.588149635] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698536695.593969695] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698536695.610093862] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536695.616788931] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698536695.630503073] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698536695.635726127] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536695.658038358] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698536695.662430403] [coordinator]: The time of execution of above program is:2.134399175643921
trials-all-1  | [coordinator-2] [INFO] [1698536695.675014533] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698536695.680338588] [coordinator]: ENDSIM
trials-all-1 exited with code 0
