 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [arm-1] [INFO] [1698533683.501444722] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.509356498] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.512836400] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533683.510821457] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533683.514560351] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533683.524554069] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533683.531978859] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533683.533293822] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.549056376] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.556898154] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.563526967] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533683.576649596] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698533683.566284889] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.570860760] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.584222382] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.596218043] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.600907910] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533683.601566892] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533683.606606749] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533683.615833488] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.628084142] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.634075973] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.638067860] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.637987862] [coordinator]: The time of execution of above program is:3.2491960525512695
trials-all-1  | [coordinator-2] [INFO] [1698533683.641800754] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533683.650133519] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533683.658675277] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.662567167] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.666473057] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.659725248] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.665739078] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533683.684153557] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533683.690325383] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.699866113] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.703982997] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533683.706409928] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533683.714824690] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533683.721112513] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533683.714811691] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.718622583] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.738683016] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.742804899] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.738873011] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533683.748725732] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.752198634] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.751010667] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533683.755282547] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533683.765256265] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.768595170] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533683.787814627] [coordinator]: The time of execution of above program is:3.396867036819458
trials-all-1  | [arm-1] [INFO] [1698533683.787195645] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.795765402] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533683.794894427] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533683.798796317] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533683.802420214] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.806433101] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.820621700] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533683.821078687] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.825100573] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533683.832125375] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.834638304] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533683.843344058] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533683.850904844] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533683.868119357] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533683.870341294] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533683.884236902] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533683.885772858] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533683.893323645] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.902521385] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.906782264] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.906117283] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533683.919705899] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533683.923073804] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533683.925450737] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.932288543] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.938480368] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.945363174] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533683.949142067] [coordinator]: The time of execution of above program is:3.5869786739349365
trials-all-1  | [coordinator-2] [INFO] [1698533683.952731966] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533683.956104870] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533683.950214037] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.956894848] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.967078560] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.970879453] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.967238556] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533683.980392184] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.981345157] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533683.993823804] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.001713581] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.010146343] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.022595991] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.027080865] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533684.034605652] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.035250634] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.042177438] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.051008189] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533684.058504977] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533684.062610861] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533684.061696887] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.070604635] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.074355529] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.073924541] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533684.090630069] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.092798008] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.095742925] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533684.100359795] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.105343654] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.112363456] [coordinator]: The time of execution of above program is:3.7373273372650146
trials-all-1  | [coordinator-2] [INFO] [1698533684.117712305] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533684.121473198] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533684.118670277] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.122604166] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.130593941] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.134361834] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.132170896] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.136480774] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.152648318] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.161626064] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533684.169906830] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533684.174429702] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533684.174681695] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.188020319] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533684.192510192] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533684.201520937] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.205628821] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.205306830] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533684.220694396] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.221112384] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.226535231] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533684.228215183] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.233553032] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.243414754] [coordinator]: The time of execution of above program is:3.869283676147461
trials-all-1  | [arm-1] [INFO] [1698533684.244470724] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.248994596] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533684.256307390] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.264350163] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.271194969] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533684.279798726] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.284261600] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.289534451] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.289262459] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.302496085] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.306551971] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.315598715] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533684.321588546] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.322237528] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533684.326556406] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.339877029] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533684.345535869] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533684.351146711] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.353897633] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533684.360031460] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.364016347] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.375891012] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.382705820] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.397073414] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.404107215] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.409839053] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.410660030] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533684.423315672] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.427170564] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.436714294] [coordinator]: The time of execution of above program is:4.052252531051636
trials-all-1  | [coordinator-2] [INFO] [1698533684.440572185] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533684.443897091] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533684.440230195] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.443620099] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.456005749] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.459928638] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.470365343] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.473978241] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.477876131] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.493274696] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.497051590] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533684.493913678] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533684.498158558] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533684.513603122] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533684.509981225] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.513826116] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.524782806] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533684.538338424] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533684.542237313] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533684.539512390] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.543378281] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.546015207] [coordinator]: The time of execution of above program is:4.183762788772583
trials-all-1  | [robot-6] [INFO] [1698533684.558050867] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.561923757] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.565860646] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533684.573247437] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533684.573845421] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533684.581127215] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.586248070] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.590413953] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.598306730] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.602072623] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.618165169] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533684.621344079] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533684.627426907] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.629497849] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533684.632784756] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533684.641369513] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.648770304] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.652734192] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.656239093] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.666438805] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533684.671810653] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.688762175] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533684.687739204] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.701841805] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.709133599] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533684.712773496] [coordinator]: The time of execution of above program is:4.3507630825042725
trials-all-1  | [arm-1] [INFO] [1698533684.712447506] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.726556107] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.730617992] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.729108035] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533684.732758932] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533684.738006784] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.742105668] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.746000558] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.762005106] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.769902883] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.779092623] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.785596439] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.793622213] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.793754209] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.804936893] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533684.806099860] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533684.813458652] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.818590508] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.822564395] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.836467003] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.841464861] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533684.845578745] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.858098392] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533684.865096194] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533684.865311188] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.869769062] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.878901804] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533684.883061686] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.899271229] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533684.911172892] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.912625851] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533684.915480771] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533684.917601711] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533684.921505601] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.925548486] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.933761254] [coordinator]: The time of execution of above program is:4.559206247329712
trials-all-1  | [arm-1] [INFO] [1698533684.935266212] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533684.940963051] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533684.953822688] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533684.957022597] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533684.957989570] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533684.966200338] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533684.972186169] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533684.981528905] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533684.985441795] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533684.994571537] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533684.998888415] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533684.999385401] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.004083268] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.007771164] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.011348063] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533685.010863077] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533685.014489974] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.021493777] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533685.027210615] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.032272472] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.039523268] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.043220163] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.052803893] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533685.046925059] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.063987577] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.066482507] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533685.076474225] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.080328116] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.089513857] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533685.097015645] [coordinator]: The time of execution of above program is:4.731760263442993
trials-all-1  | [coordinator-2] [INFO] [1698533685.101061531] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533685.104576432] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533685.099831566] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.103096473] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.107236357] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.111000250] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.112221216] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533685.116429097] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533685.125257848] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.138707468] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533685.142615358] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533685.147501220] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.152778071] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.156233974] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533685.153495051] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533685.157030951] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533685.163753761] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533685.172804506] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533685.173415489] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533685.182804224] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.186970106] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533685.188015077] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533685.192107961] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533685.195773858] [coordinator]: The time of execution of above program is:4.83368444442749
trials-all-1  | [arm-1] [INFO] [1698533685.195181874] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533685.199009766] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533685.212339390] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533685.216110283] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533685.221638127] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533685.229350910] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533685.232322826] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533685.236385711] [robot]: not ready
