 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-05-51-642139-03696c4521ff-1
trials-all-1  | [robot-6] [INFO] [1698527168.812860533] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.817707551] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.835687618] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527168.847734663] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527168.839586633] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.843426647] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.854607688] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.858441703] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527168.861191713] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [robot-6] [INFO] [1698527168.874972764] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.879077779] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.877261772] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527168.881112787] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698527168.888143813] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.891837826] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.905141876] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527168.909320891] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527168.915617915] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.919530929] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527168.922196939] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698527168.927036957] [environment]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527168.927133957] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.932984979] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698527168.944833023] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527168.953441055] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698527168.960374081] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.965145098] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.969686115] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527168.979296151] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527168.986364177] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.997756219] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527169.001711234] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527169.003928242] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527169.006096250] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [robot-6] [INFO] [1698527169.015418283] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527169.024987316] [robot]: Action: a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698527169.026317321] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527169.030184334] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527169.036826358] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527169.040708371] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698527169.037888361] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527169.041968376] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527169.053736417] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527169.056114425] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527169.062438447] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527169.068223468] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527169.073262485] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527169.077101499] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527169.078008502] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [robot-6] [INFO] [1698527169.092802554] [robot]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527169.093416556] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527169.098035572] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527169.107255604] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527169.113311626] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527169.113629627] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698527169.126912673] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527169.131104688] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698527169.141263724] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527169.143768732] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698527169.147188744] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527169.150962758] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527169.155118772] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527169.158604784] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527169.306990304] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527169.311191319] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527169.322297358] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698527169.335197403] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527169.350334456] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527169.354103469] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527169.365944511] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527169.395441614] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527169.403824644] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527169.412307673] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698527169.438080764] [coordinator]: The time of execution of above program is:2.019899606704712
trials-all-1  | [coordinator-2] [INFO] [1698527169.446944795] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698527169.454818822] [coordinator]: ENDSIM
trials-all-1 exited with code 0
