 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [robot-6] [INFO] [1698538341.760777774] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.763094745] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538341.766887699] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.777785566] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538341.779535545] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.785251475] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.797624324] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538341.801366279] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538341.805394230] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.809459180] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.813156135] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538341.828517948] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538341.828627947] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.840355804] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538341.846708726] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.855062624] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538341.857958589] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538341.872340414] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.876837359] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.881151307] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538341.882357292] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538341.885391255] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538341.888091222] [coordinator]: The time of execution of above program is:3.2667460441589355
trials-all-1  | [coordinator-2] [INFO] [1698538341.891843176] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538341.895495132] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538341.892546168] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.895847127] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.910149953] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.926657752] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.930898700] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.913410913] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538341.917708861] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538341.930179709] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.934660654] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538341.949971468] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538341.953896420] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538341.957568375] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538341.953823421] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.957501376] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.967313256] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.971929200] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538341.976246148] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538341.990255977] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538341.994404926] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538341.995201917] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.004402804] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.007995761] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538342.007763764] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538342.015787666] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.020615607] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538342.022660582] [coordinator]: The time of execution of above program is:3.392390727996826
trials-all-1  | [coordinator-2] [INFO] [1698538342.029111504] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538342.041509353] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.046012298] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.048195271] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538342.051722228] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.055889177] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.064186076] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.069164016] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.081061871] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.070666997] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.074616949] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.078124907] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.096189687] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.103719595] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.096303685] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.106243564] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.109598523] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.117701425] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.122209370] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538342.124534341] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538342.133763229] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538342.147181066] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.150459026] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538342.151015019] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.156896947] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538342.157498940] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.160965898] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.168640804] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.173314747] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538342.179792669] [coordinator]: The time of execution of above program is:3.5412847995758057
trials-all-1  | [arm-1] [INFO] [1698538342.192085519] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.195969472] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538342.197698450] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.205399357] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.209070312] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538342.208408320] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538342.216397223] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.220651171] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.221069166] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.224627123] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.233583013] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.236450979] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.240387931] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.253875766] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.258150714] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.262028667] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538342.258203714] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.261920668] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.270227567] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.274539515] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.283663404] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.288492345] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.283663404] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538342.300632197] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538342.304408151] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538342.307837109] [coordinator]: The time of execution of above program is:3.688645124435425
trials-all-1  | [robot-6] [INFO] [1698538342.305305140] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.308928096] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.316654002] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.321546942] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538342.330051839] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538342.338625734] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.342718684] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.349917597] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538342.369592357] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.373566309] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.382897195] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.385184167] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.391541090] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.395890037] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.398239008] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.407803892] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.411043852] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.415375800] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.418940756] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538342.426756661] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.433404580] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538342.441598480] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538342.450239375] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538342.455847307] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538342.455862307] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.468928147] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.474805076] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.480929001] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.486703931] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.491998866] [coordinator]: The time of execution of above program is:3.8402822017669678
trials-all-1  | [coordinator-2] [INFO] [1698538342.495358826] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538342.493032854] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.498357789] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.508687663] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.515400581] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.520902514] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.525897454] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538342.526496446] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.537596311] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.543318241] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.551770139] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.557740066] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.569165927] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.574344864] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.580305791] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.584702737] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.589783676] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538342.590421668] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.598178573] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.602174525] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538342.599533557] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.602866516] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.610246426] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538342.619074319] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.623097270] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.626772225] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.631832164] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.623182269] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538342.626836224] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538342.630549179] [coordinator]: The time of execution of above program is:4.011078119277954
trials-all-1  | [coordinator-2] [INFO] [1698538342.634094136] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538342.637230098] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.644490009] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.669396706] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.674197648] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.677921602] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.652074917] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.680966565] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.684487522] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.687592484] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.657436852] [coordinator]: ENDSIM
trials-all-1  | [environment-3] [INFO] [1698538342.689382463] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.704186282] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.708072235] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538342.708585229] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.712173185] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.720538083] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538342.725609021] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538342.737356878] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538342.741268831] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538342.753017688] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.757362635] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.762115577] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.762871568] [coordinator]: The time of execution of above program is:4.125719785690308
trials-all-1  | [coordinator-2] [INFO] [1698538342.771131467] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538342.770178479] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.773705436] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.788005262] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.806022042] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.810268990] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538342.814000945] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.816338917] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538342.819997872] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.823312832] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.830712741] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.834702693] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538342.838532646] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.837578658] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.841470610] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.850657499] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.865459318] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.868605280] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.872465233] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538342.875908191] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538342.872374234] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.875971190] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.884155091] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.888808034] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.888778034] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538342.898688914] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538342.904931838] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538342.909665780] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538342.919577659] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.926955569] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.930986520] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538342.928015557] [coordinator]: The time of execution of above program is:4.308223485946655
trials-all-1  | [coordinator-2] [INFO] [1698538342.931773511] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538342.942323382] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538342.946458332] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538342.949719292] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538342.957986192] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538342.961723146] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.968416065] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538342.971474027] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538342.972380016] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538342.988426821] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538342.992487771] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538342.989255811] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538342.993075764] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.003563636] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.007928583] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538343.014003509] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.018941449] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.022847402] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.021889413] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538343.029914316] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.033814268] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538343.050384067] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.054037022] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538343.052519041] [coordinator]: The time of execution of above program is:4.418158054351807
trials-all-1  | [coordinator-2] [INFO] [1698538343.055837000] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538343.065498883] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.069605833] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538343.073101790] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538343.081863684] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.085491639] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.083751661] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.087763612] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.092959549] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.104389409] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.107915367] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538343.108339361] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.114068292] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.118065243] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.122243192] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.126385142] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538343.137454007] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.145224912] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.146547896] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538343.153040817] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.156485775] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538343.153999806] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.157633761] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538343.168501629] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.173539568] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.191211353] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.195876296] [coordinator]: The time of execution of above program is:4.541926622390747
trials-all-1  | [coordinator-2] [INFO] [1698538343.199663250] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538343.203153208] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538343.205642177] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.216718042] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.226169927] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.233806834] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.241700738] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538343.243647715] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.245943687] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538343.248482656] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538343.260349511] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.264322463] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538343.264827457] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538343.270453389] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538343.272497364] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.276528315] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.284305220] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.288650167] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538343.288749166] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538343.303991980] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.310341903] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538343.315951835] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538343.324941725] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538343.328697680] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538343.325298721] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538343.329157674] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538343.332985628] [coordinator]: The time of execution of above program is:4.713418483734131
trials-all-1  | [arm-1] [INFO] [1698538343.343853495] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538343.356747338] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538343.361573280] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538343.365556231] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538343.370477171] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538343.375092115] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538343.383526012] [robot]: Action result: False
