 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-43-57-351502-6410548de23c-1
trials-all-1  | [robot-6] [INFO] [1698536654.551470909] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.556373968] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536654.561727033] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.570539140] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.575292197] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.575806203] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.579452247] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536654.590580382] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.591566394] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536654.594252426] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.607230583] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.609978616] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.625022798] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.629506852] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.633989906] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.635514925] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.640746988] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.648826086] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.650791109] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.654667156] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.668152319] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.668913328] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.674681398] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.679840460] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.676670422] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536654.683723507] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.687616554] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.691056596] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.693752629] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.700559711] [environment]: Receiving message: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698536654.705786774] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.706482782] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.710200827] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.710639833] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.721865968] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.723285986] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.727659038] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.730822077] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536654.735737136] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.736350143] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.744132237] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.751907331] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.766400507] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.767459519] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.773605594] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.778888657] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.796111866] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.799565907] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.806375990] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.808518015] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536654.811151047] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698536654.815437099] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698536654.815386098] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.817765127] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698536654.823035191] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.833033312] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698536654.836891358] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536654.840307400] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536654.844190447] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698536654.846230471] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.848870503] [coordinator]: Found a problem
trials-all-1  | [coordinator-2] [INFO] [1698536654.856414594] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [nurse-4] [INFO] [1698536654.856404594] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536654.857147603] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698536654.861194652] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536654.861757659] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.862683670] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.873284798] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536654.877099844] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698536654.880582886] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.884436933] [coordinator]: plans_actions_current 1 of 11
trials-all-1  | [robot-6] [INFO] [1698536654.885818950] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.895892071] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698536654.901995145] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.904420174] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.909822240] [robot]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.916501320] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.916610322] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.928145461] [robot]: Doing a_approach_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.930507490] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536654.931170498] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.938177582] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.940128606] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.944231655] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536654.945472670] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [arm-1] [INFO] [1698536654.948217704] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.952736758] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698536654.952849760] [environment]: Action: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.958266825] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.971487985] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.979623083] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.984360140] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.986135162] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.991130222] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.995319273] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536655.007465419] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536655.008319430] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698536655.009457443] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698536655.013195488] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.022734603] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536655.024248621] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.030697699] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536655.035691759] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.033238730] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536655.037327779] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698536655.037541781] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698536655.039032799] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536655.049717928] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698536655.053119969] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536655.054227982] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698536655.054897990] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698536655.057644023] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536655.063625095] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [coordinator-2] [INFO] [1698536655.074689229] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536655.075629240] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536655.076716253] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536655.088078390] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536655.088234392] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.091308429] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.093147451] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.093605456] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536655.101629553] [robot]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536655.102544564] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.103177571] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536655.112978689] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.114087703] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536655.123896821] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536655.124890833] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.127657866] [robot]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536655.130467900] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.146321091] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698536655.149073124] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.151825157] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536655.156894218] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698536655.160897266] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536655.153370176] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536655.163041292] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536655.167905350] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536655.170559382] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536655.170557382] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536655.174992436] [robot]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536655.175866446] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.179704493] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.181724517] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.184955556] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698536655.184962556] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.189236607] [robot]: Authenticate nurse
trials-all-1  | [coordinator-2] [INFO] [1698536655.196932700] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536655.198685721] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698536655.202555768] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536655.204091786] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [arm-1] [INFO] [1698536655.204857795] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.208230836] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536655.221118991] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698536655.223853024] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698536655.224740035] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698536655.233516140] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698536655.235159160] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536655.241620238] [robot]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698536655.243764264] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.250010339] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536655.254552393] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698536655.257210425] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536655.262692491] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698536655.266861542] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.269076568] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.270878590] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698536655.275797649] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536655.280277703] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.280308703] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698536655.280616707] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698536655.284463753] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536655.287079785] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698536655.292659852] [nurse]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698536655.294868879] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [arm-1] [INFO] [1698536655.295657888] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536655.297664912] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.302029965] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698536655.310913072] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.313762106] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.316373137] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536655.330677310] [nurse]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.332424331] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.332515332] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536655.337128387] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536655.337128387] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.338033398] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698536655.357209629] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698536655.358760648] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698536655.362767696] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536655.368486765] [nurse]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698536655.376165857] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.376220858] [robot]: Action: a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698536655.381224918] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.382008927] [robot]: Doing a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698536655.394881082] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698536655.403192182] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536655.412511295] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.413433306] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698536655.417935360] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.420903396] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698536655.426844467] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536655.436889588] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.438876612] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698536655.446055698] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.448394726] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536655.449776743] [nurse]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.450017746] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698536655.453184784] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536655.458348846] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [nurse-4] [INFO] [1698536655.466030939] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536655.469483980] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.479203097] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698536655.480597114] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536655.483567150] [nurse]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698536655.486098180] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536655.490059228] [robot]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698536655.492647259] [nurse]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698536655.493619271] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.495335291] [robot]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698536655.498800333] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.511054481] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536655.514431521] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536655.505337412] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698536655.520255591] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.521159602] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [environment-3] [INFO] [1698536655.525604656] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.530045709] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698536655.536523787] [robot]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.541258844] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698536655.548318929] [nurse]: success
trials-all-1  | [coordinator-2] [INFO] [1698536655.555961021] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536655.558625053] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698536655.562761103] [robot]: Doing a_deposit
trials-all-1  | [nurse-4] [INFO] [1698536655.561748091] [nurse]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698536655.566056143] [nurse]: Action: a_open_door
trials-all-1  | [robot-6] [INFO] [1698536655.566666150] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698536655.570849200] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698536655.573769236] [nurse]: Doing a_open_door
trials-all-1  | [coordinator-2] [INFO] [1698536655.574233241] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [robot-6] [INFO] [1698536655.579756308] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698536655.583722355] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.585387375] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.592747464] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536655.601021564] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [arm-1] [INFO] [1698536655.608471653] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.609577666] [environment]: Receiving message: a_open_door,nurse1,Room3
trials-all-1  | [robot-6] [INFO] [1698536655.611987696] [robot]: Action: a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698536655.614720728] [environment]: Action: a_open_door
trials-all-1  | [robot-6] [INFO] [1698536655.616999756] [robot]: Doing a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698536655.617169758] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536655.627817886] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536655.630668920] [environment]: Responding
trials-all-1  | [coordinator-2] [INFO] [1698536655.632818946] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536655.645237096] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698536655.637541003] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536655.652860187] [nurse]: success
trials-all-1  | [environment-3] [INFO] [1698536655.653596196] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.656878236] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698536655.658127251] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.667978369] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698536655.672158420] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536655.675793463] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.683919561] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698536655.689055623] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536655.691799656] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536655.696676715] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698536655.701459772] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.703188793] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.706087828] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698536655.711510893] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698536655.716121949] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.729443109] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536655.733109153] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698536655.735231179] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.741897259] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536655.745767306] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.758452458] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.758828463] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698536655.763334517] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.763981525] [environment]: Responding
trials-all-1  | [environment-3] [INFO] [1698536655.776204672] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536655.776511676] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698536655.782908753] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698536655.788345818] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536655.792863873] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698536655.797081923] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698536655.812719112] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698536655.819582194] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.830128321] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536655.833322360] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [robot-6] [INFO] [1698536655.838437421] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.859388673] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536655.868227780] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698536655.872817835] [robot]: Doing a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698536655.873149839] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.880540928] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536655.886047994] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536655.891033054] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536655.891638061] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536655.912863317] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698536655.917966378] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698536655.918940390] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536655.930283527] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536655.933952571] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536655.937289611] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536655.938511626] [environment]: Responding
