 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-08-33-891807-12273f32b1a0-1
trials-all-1  | [arm-1] [INFO] [1698541732.753648563] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.758601134] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541732.763818683] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541732.765131570] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541732.768557274] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541732.776525585] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541732.778904379] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541732.781890121] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.791544286] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.800388521] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541732.804116199] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541732.801973384] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541732.805483081] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541732.807755884] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541732.822766586] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541732.828572084] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.839130172] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.846111568] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541732.846499534] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541732.853158959] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541732.858189524] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541732.863794039] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541732.865827863] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541732.870595451] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541732.871502373] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541732.882983380] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.889092852] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541732.893080507] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541732.903339620] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541732.913444746] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541732.921465053] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.932616088] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541732.942388243] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541732.950463545] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541732.957725917] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541732.967356085] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541732.975007423] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541732.980185975] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541732.991501997] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541732.995520649] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541733.005579780] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.009506441] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.014166039] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541733.020998449] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541733.030159658] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.037501025] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541733.042077630] [coordinator]: The time of execution of above program is:3.1203665733337402
trials-all-1  | [robot-6] [INFO] [1698541733.042591585] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.047095197] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541733.050425909] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.054283576] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.064993652] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.069046302] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.066191548] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541733.083813027] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.089506536] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.095167047] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.101535498] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.109336824] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.113366477] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.116763183] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.121104809] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541733.134573646] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541733.135990524] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541733.144493790] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541733.150324287] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.158006624] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.166847861] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.170654532] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541733.170830517] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541733.184701320] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.188944953] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.185434256] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541733.196979260] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.200695939] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.198461132] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541733.202852753] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541733.206727419] [coordinator]: The time of execution of above program is:3.3012499809265137
trials-all-1  | [arm-1] [INFO] [1698541733.214107782] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.224896850] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.228872507] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.232501194] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.236588841] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541733.242643319] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.246750964] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.250357653] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541733.260172806] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.263863487] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.267704156] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.278747202] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.279361149] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.290153218] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.302112186] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.308254656] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.314648104] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.322012468] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541733.327491995] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541733.337693115] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.339499959] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541733.341487787] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.349786071] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.358929282] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.365262735] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541733.373691008] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.377573673] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.387521814] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.387919780] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541733.392102419] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541733.396262060] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541733.396574033] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.400689677] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.406412183] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.410160860] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.420494968] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.424803596] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541733.429395200] [coordinator]: The time of execution of above program is:3.494694232940674
trials-all-1  | [coordinator-2] [INFO] [1698541733.434226783] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541733.445347823] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.452285224] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.453112153] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541733.463605247] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.468001868] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.471675550] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.483450534] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.487999142] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.499546145] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.503286822] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.510995157] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541733.505995588] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541733.515446773] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541733.517300613] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541733.522703146] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541733.528195672] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.541474526] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.551233684] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.555251337] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.568498194] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.574284694] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.570442026] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541733.582368996] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541733.583556894] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541733.587964513] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541733.588893433] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.592859091] [coordinator]: The time of execution of above program is:3.6867716312408447
trials-all-1  | [coordinator-2] [INFO] [1698541733.597069728] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541733.600495432] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541733.597520689] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.601216370] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.612830367] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.618674863] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541733.622098567] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.626009230] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.636581317] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.638532149] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.644302651] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.653838828] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.663239016] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541733.663969953] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541733.667498649] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541733.669590468] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.675938920] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.685539092] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.689639738] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.695505231] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541733.708841080] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541733.709616014] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.714522590] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541733.715310522] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541733.727378480] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.738759498] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.746384840] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.750479487] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541733.747080780] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541733.751015440] [coordinator]: The time of execution of above program is:3.845515012741089
trials-all-1  | [arm-1] [INFO] [1698541733.760259642] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.777381165] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.782987681] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.786263398] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541733.788248227] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541733.791685930] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541733.795181628] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.799685240] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.808736458] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.813807021] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.817593694] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.821059395] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.815623864] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541733.819157559] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.828266773] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541733.840392726] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.846217223] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.853670580] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.857651236] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.868801274] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.873297886] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.881670163] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.887875628] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.897350810] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.901241474] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.904957153] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.920595804] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.931888829] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.938121291] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.941486001] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541733.950266243] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541733.954215902] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541733.962746166] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541733.966654828] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541733.975445069] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541733.983090410] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541733.985769178] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541733.992706580] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541733.997131198] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.001142851] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541734.000932870] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541734.017658428] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.025321768] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.036910769] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.040482461] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.052152456] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.055977126] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.059850793] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.063195504] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541734.075913409] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541734.080651001] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541734.077685256] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.081460931] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541734.084937631] [coordinator]: The time of execution of above program is:4.17904806137085
trials-all-1  | [arm-1] [INFO] [1698541734.101003247] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541734.101980163] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541734.112737236] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.116441917] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.119841624] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541734.128675863] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541734.137191129] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541734.140849814] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541734.148817127] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541734.162329963] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.166152634] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.179137515] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.184215078] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.189320638] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.193239300] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.205912208] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541734.212425647] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541734.213453558] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541734.217371221] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541734.224095642] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541734.234406753] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541734.236734553] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541734.242494056] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541734.253050147] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.257189790] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.270365655] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.274662285] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541734.273952346] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541734.285876319] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.289801980] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541734.292122780] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541734.294748554] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541734.306509541] [coordinator]: The time of execution of above program is:4.3909618854522705
trials-all-1  | [arm-1] [INFO] [1698541734.317233617] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.327170761] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.331304405] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.341058564] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.346281114] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541734.347645997] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541734.351401673] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.356314250] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541734.360414896] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541734.365106492] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.371219966] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.381528077] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.385481737] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541734.382404002] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541734.386158678] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541734.394092995] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.396579781] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541734.404284117] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.418653879] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.423372472] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541734.430698841] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541734.436232364] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541734.440486998] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.449617211] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.453736856] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.467158700] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.475149011] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541734.484397214] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541734.489177802] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541734.489658761] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541734.497402094] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.502142685] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.514618611] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541734.514695604] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541734.528233437] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.531910121] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541734.528549410] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541734.532051109] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541734.545734930] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541734.552859316] [coordinator]: The time of execution of above program is:4.630305528640747
trials-all-1  | [arm-1] [INFO] [1698541734.560985616] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541734.567844025] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541734.571630698] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541734.570755774] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541734.575346378] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541734.577661179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541734.581497848] [robot]: not ready
