 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-17-21-777837-54641447e130-1
trials-all-1  | [robot-6] [INFO] [1698527860.222045131] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.226455094] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527860.247718915] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527860.251859880] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527860.260340809] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.265138769] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698527860.265779763] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698527860.269904729] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527860.280061643] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527860.284450606] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.291113550] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.295658512] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527860.294257524] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [robot-6] [INFO] [1698527860.313355363] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527860.317622327] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527860.325995257] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.329906224] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698527860.330826216] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698527860.335044181] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527860.346068088] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527860.350272053] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527860.359122979] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527860.368923896] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.373525858] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.388626731] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527860.404477597] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527860.410544546] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527860.413586521] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527860.425128424] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527860.435923333] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527860.442713276] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527860.449241221] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527860.453362186] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [robot-6] [INFO] [1698527860.450882207] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.455277170] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.469773048] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.475527000] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527860.476618991] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527860.481346951] [robot]: Doing a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698527860.489469883] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527860.496069827] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.493424850] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527860.498217809] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527860.514784670] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.518924635] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527860.519314632] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527860.525223582] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527860.532607520] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527860.550464370] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698527860.556029323] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698527860.561232280] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527860.565415244] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.565919240] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.570280204] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.581448110] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527860.589941038] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698527860.600649948] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698527860.606954895] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527860.611705855] [robot]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527860.605521907] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698527860.610877862] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527860.631084692] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527860.635583655] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527860.720179943] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527860.782663418] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527860.787607377] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698527860.802941248] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527860.809869189] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527860.828877030] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527860.853385824] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527860.872880660] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527860.978493772] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527860.988642687] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698527860.999654594] [coordinator]: The time of execution of above program is:2.611415386199951
trials-all-1  | [coordinator-2] [INFO] [1698527861.026928362] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698527861.035720286] [coordinator]: ENDSIM
trials-all-1 exited with code 0
