 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-03-32-952942-c97576f4b4fa-1
trials-all-1  | [robot-6] [INFO] [1698541430.011031907] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541430.011969898] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [robot-6] [INFO] [1698541430.017483851] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541430.027100768] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541430.030777737] [robot]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.030777737] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.032449722] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541430.034927701] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541430.035198698] [robot]: Doing a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.043190630] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.045907606] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541430.050055571] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.054356534] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541430.060946477] [nurse]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.063068459] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.066251431] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541430.066490429] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541430.067571420] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.079086321] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.082206294] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541430.089944227] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541430.094737186] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.094971184] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541430.100097140] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [nurse-4] [INFO] [1698541430.102674118] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.109051063] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.110032054] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541430.113826021] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.121671954] [environment]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.124261932] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541430.128033899] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541430.136173829] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698541430.140176795] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541430.138189812] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.142361776] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.142659773] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698541430.145640748] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698541430.151140700] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.153358681] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698541430.155158666] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.163645593] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541430.177200476] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698541430.186687394] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541430.188811376] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.189585369] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.204625240] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698541430.208565206] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541430.208769204] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541430.210980185] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541430.217573128] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698541430.223256079] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.223519077] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.227594042] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541430.227919039] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541430.228369035] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [robot-6] [INFO] [1698541430.239994935] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698541430.241849919] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541430.245223890] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541430.251597835] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698541430.256056797] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.263405734] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698541430.269165684] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.283012565] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.292421484] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541430.294338467] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.301565405] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.311384321] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.315252287] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541430.305455372] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.311868316] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698541430.316293278] [robot]: Authenticate nurse
trials-all-1  | [robot-6] [INFO] [1698541430.320258244] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [environment-3] [INFO] [1698541430.321644232] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541430.329433165] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.334803119] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698541430.338971083] [nurse]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541430.343014048] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698541430.338983083] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.341979057] [robot]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541430.354599949] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.354819947] [robot]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698541430.361496889] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.366323848] [nurse]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698541430.376158763] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.384907688] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.388730655] [robot]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698541430.393113617] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.406036506] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.408651483] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.415019428] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541430.423116359] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.427491321] [coordinator]: Found a problem
trials-all-1  | [coordinator-2] [INFO] [1698541430.432207280] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698541430.436249246] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541430.439928214] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [robot-6] [INFO] [1698541430.428568312] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.432232280] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.429966300] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.436353245] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.439928214] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541430.440973205] [nurse]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.441990196] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541430.447720147] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.446022161] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698541430.456531071] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.466601984] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.471015946] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.473588924] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541430.474369917] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.485416822] [robot]: Action: a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698541430.487037808] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.490057782] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698541430.500283694] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.503649665] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.491141773] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541430.494343745] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.500781690] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541430.500392693] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698541430.504988654] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.508170626] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698541430.513370582] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698541430.516483555] [nurse]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.517946542] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.522052507] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541430.523763492] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698541430.526951465] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541430.527354461] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541430.531122429] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698541430.535367392] [nurse]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698541430.537973370] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.542005335] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541430.542394332] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.547046292] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.545573304] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698541430.550159265] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541430.554352229] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [robot-6] [INFO] [1698541430.555328220] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.559616183] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.555525219] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.559325186] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.570170093] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.573824061] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541430.563295152] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698541430.569446099] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541430.573111067] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698541430.577442030] [nurse]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698541430.578723019] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541430.583169981] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.586533952] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.591232911] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.596161869] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [coordinator-2] [INFO] [1698541430.598974845] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.605394789] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698541430.611093740] [nurse]: Doing a_deposit
trials-all-1  | [environment-3] [INFO] [1698541430.613785717] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.614432711] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541430.619080671] [robot]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541430.621245653] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.623049637] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.631982560] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.636317523] [robot]: Deposit
trials-all-1  | [coordinator-2] [INFO] [1698541430.639609495] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.640980483] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698541430.645241446] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541430.650253403] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698541430.651229395] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698541430.655958354] [nurse]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698541430.664760278] [nurse]: Action: a_open_door
trials-all-1  | [nurse-4] [INFO] [1698541430.668847243] [nurse]: Doing a_open_door
trials-all-1  | [environment-3] [INFO] [1698541430.668917242] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541430.671067224] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [arm-1] [INFO] [1698541430.673033207] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541430.675376187] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541430.680197145] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698541430.682449126] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541430.688623073] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541430.689207068] [robot]: Action: a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698541430.690112060] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.698137991] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.702736951] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.706556918] [environment]: Receiving message: a_open_door,nurse1,Room3
trials-all-1  | [robot-6] [INFO] [1698541430.711647874] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698541430.716701831] [robot]: success
trials-all-1  | [coordinator-2] [INFO] [1698541430.720155801] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698541430.724471764] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698541430.730993708] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698541430.734314679] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541430.735515669] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698541430.735966665] [environment]: Action: a_open_door
trials-all-1  | [coordinator-2] [INFO] [1698541430.739497635] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698541430.742247611] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541430.742699607] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541430.750466540] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541430.756466489] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.757774477] [robot]: Doing a_navto
trials-all-1  | [nurse-4] [INFO] [1698541430.759623461] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698541430.765806408] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541430.766632401] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.776249318] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.784579247] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.802359093] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.813084001] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.825326896] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.834424817] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.845604721] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.853092657] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.870923503] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.878248440] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.886772367] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.894161303] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.903862220] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.909880168] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.920985072] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541430.928724005] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698541430.928877004] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.937611929] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541430.943574878] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541430.956449767] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541430.966390681] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541430.972013633] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.982677541] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541430.987106503] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541430.991050469] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541430.994813436] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541430.986799505] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541431.001029383] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.011833290] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541431.022198201] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541431.026314165] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541431.026192166] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.037611068] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541431.041534034] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.041146038] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698541431.049804963] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541431.056126909] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541431.058574888] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698541431.065903825] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698541431.072861765] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.073571759] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541431.079381709] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [robot-6] [INFO] [1698541431.079992703] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541431.094442579] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698541431.099276537] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698541431.095088573] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.099007540] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541431.102872506] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541431.104763490] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698541431.112612423] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541431.118449372] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698541431.131411261] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.137921205] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541431.142721163] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698541431.149800102] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.154090066] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541431.158429028] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541431.172297909] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.182792819] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.186779784] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.201152660] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.206533614] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541431.213818551] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541431.217627519] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.227845431] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.233902379] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.242972301] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541431.247118265] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541431.251105231] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541431.260595149] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698541431.266004102] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698541431.271885052] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541431.276402013] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698541431.277428004] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.287547917] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.291295885] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541431.288245911] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541431.294377858] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698541431.299585813] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541431.303427780] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698541431.306424754] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698541431.309490728] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541431.318848647] [robot]: Action: a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698541431.328011569] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.330785545] [robot]: Doing a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698541431.340440462] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.344378428] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698541431.345759416] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541431.346742407] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.355331333] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541431.367627228] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698541431.372447186] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698541431.376460152] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.372576185] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541431.374139172] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698541431.378999130] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698541431.383030095] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [arm-1] [INFO] [1698541431.385813071] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541431.399239956] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541431.409185870] [robot]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541431.414579824] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.421195767] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541431.426181724] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.426808718] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [environment-3] [INFO] [1698541431.432458670] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698541431.433258663] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541431.443533574] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.445856554] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541431.453467489] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541431.455345473] [environment]: Receiving message: monitor
