 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [coordinator-2] [INFO] [1698541599.384583201] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541599.395830184] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.406214169] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541599.412601159] [coordinator]: The time of execution of above program is:3.1044890880584717
trials-all-1  | [coordinator-2] [INFO] [1698541599.419123149] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541599.422644144] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.435861124] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.439928117] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.454010096] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541599.455223094] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.459271088] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.468896073] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541599.469551072] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.474064066] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.478163059] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.476865061] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541599.483279052] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.493009037] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541599.499970026] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541599.517735999] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541599.517859999] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541599.521695993] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541599.527624984] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.535030973] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.541660963] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541599.547898953] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541599.548627952] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.561831932] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541599.562225932] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.567501924] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541599.573602914] [coordinator]: The time of execution of above program is:3.2873499393463135
trials-all-1  | [robot-6] [INFO] [1698541599.577161909] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.587094894] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541599.594205883] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541599.599900874] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541599.601278872] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.606168865] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.612299856] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.615718850] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.615137851] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541599.619197845] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541599.639201815] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541599.640727812] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.651100797] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541599.655580790] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541599.666528773] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.670339767] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.674869761] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.678823755] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.690136737] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.694143731] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.707031712] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.715158699] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541599.718608694] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.723159687] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.729139678] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.735271669] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.739177663] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.751443644] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541599.751492644] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541599.762813627] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541599.768858618] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.772595612] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.769250617] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541599.772858612] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541599.777429605] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.787442590] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.792793581] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541599.791470583] [coordinator]: The time of execution of above program is:3.4926044940948486
trials-all-1  | [coordinator-2] [INFO] [1698541599.795389578] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541599.805023563] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.812553551] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.817649544] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.825507532] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.830133525] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541599.835139517] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.841597507] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.850352494] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541599.862746475] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541599.869576465] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.873938458] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.877763452] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.884762442] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.890607433] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.899287420] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.903064414] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541599.900599418] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541599.904037413] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.911104402] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.914783396] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541599.922917384] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541599.940037358] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541599.944425351] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.948522345] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541599.953128338] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541599.956754332] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541599.955538334] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541599.959565328] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541599.967967315] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541599.976260303] [coordinator]: The time of execution of above program is:3.6762571334838867
trials-all-1  | [arm-1] [INFO] [1698541599.978385300] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541599.982415294] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541599.993647276] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541599.987044286] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541599.991512280] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.997651270] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.001128265] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.016297242] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.021865233] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.025973227] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.024084230] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.027700224] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.041977203] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.042420202] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.052544186] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.056213181] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541600.056246181] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541600.060368174] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.065996166] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.073403155] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.087615133] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.094116123] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541600.104864106] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541600.112350095] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.118156086] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.129627069] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.131503066] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.145150045] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541600.147282042] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541600.151081036] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541600.157176026] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541600.169435008] [coordinator]: The time of execution of above program is:3.871220827102661
trials-all-1  | [coordinator-2] [INFO] [1698541600.173216002] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541600.169834007] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.176259997] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.182265988] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541600.187358980] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541600.196402966] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.203324956] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.207233950] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.210902944] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.204211954] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.208406948] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.217104935] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.228712917] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.231953912] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.247931888] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.257966872] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.268136857] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541600.275336846] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541600.279811839] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541600.284080832] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541600.284968831] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.293533818] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541600.301271806] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.305375800] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541600.310691792] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541600.316692782] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.320431777] [coordinator]: The time of execution of above program is:4.036411762237549
trials-all-1  | [arm-1] [INFO] [1698541600.330486761] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.334474755] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.343478741] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.347618735] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541600.344853739] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541600.348621734] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541600.354082725] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.358710718] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.380735684] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.385016678] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.388611672] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.389459671] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.396222661] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.399915655] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.403818649] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541600.403555649] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541600.410168639] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541600.413448634] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.414373633] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.426145615] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541600.435545601] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541600.444230587] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.451158577] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541600.454949571] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541600.452492575] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.456133569] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.465742554] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.471906545] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.475816539] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.491985514] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.495765508] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.503582496] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.514303480] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.520727470] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.524378465] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541600.520914470] [coordinator]: The time of execution of above program is:4.174464702606201
trials-all-1  | [coordinator-2] [INFO] [1698541600.524694464] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541600.533323451] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541600.544421434] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.548226428] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.557021415] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.561309408] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.559434411] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.569473396] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.578784381] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541600.583406374] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541600.587390368] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541600.590973363] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541600.587592368] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.591277362] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.601607347] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.612195330] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541600.614129327] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541600.628362306] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541600.637994291] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.641948285] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541600.649979273] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.654085266] [coordinator]: The time of execution of above program is:4.369675159454346
trials-all-1  | [robot-6] [INFO] [1698541600.653357267] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541600.657916260] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541600.659353258] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.672734238] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.676718232] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541600.677747230] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541600.688356214] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.692120208] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.700459195] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.706457186] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.724954158] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541600.726692155] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541600.732840146] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541600.736409140] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541600.734184144] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.737870138] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.747966123] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.754253113] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.754253113] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.763789098] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541600.780077074] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541600.785944065] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541600.790801057] [coordinator]: The time of execution of above program is:4.500200033187866
trials-all-1  | [arm-1] [INFO] [1698541600.803104038] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.813977022] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.817812016] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541600.815682019] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541600.824608005] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541600.825970003] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.842930977] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.846815971] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.852693962] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.855374958] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.859404952] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.862928947] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541600.881457918] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.885387912] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541600.883883915] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541600.888012908] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541600.894571898] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541600.902418886] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541600.908688877] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541600.918170862] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541600.922483856] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541600.926282850] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541600.921304857] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541600.925088852] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541600.939926829] [coordinator]: The time of execution of above program is:4.6446146965026855
trials-all-1  | [coordinator-2] [INFO] [1698541600.943570823] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541600.941830826] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541600.945276821] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.955917805] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541600.959750799] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541600.969246784] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541600.978209770] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541600.981990765] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541600.994361746] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541600.989143754] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.004698730] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.014215715] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.018098709] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.015730713] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.019539707] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.029936691] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.033783685] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541601.041509673] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541601.046202666] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541601.034788684] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541601.044160669] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541601.053200655] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541601.054617653] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541601.058491647] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541601.056932649] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.079011615] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.086528604] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541601.091095597] [coordinator]: The time of execution of above program is:4.778081655502319
trials-all-1  | [coordinator-2] [INFO] [1698541601.097340587] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541601.109493568] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541601.118545554] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541601.119264553] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.127053541] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541601.130930535] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.143265516] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541601.158128493] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541601.162239487] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541601.164957483] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541601.170188475] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541601.175299467] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541601.187938448] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541601.190799443] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541601.197739432] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541601.199194430] [robot]: door closed
