 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-51-16-743351-008120750a07-1
trials-all-1  | [arm-1] [INFO] [1698537092.597487021] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.601463208] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.598543071] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698537092.602325249] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698537092.608823554] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.612906746] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.621283139] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.625464336] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698537092.624133273] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698537092.632372660] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.636545856] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.643272172] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698537092.645093258] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698537092.648279407] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.657772853] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698537092.659639941] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698537092.670996475] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537092.675976708] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537092.682925035] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [arm-1] [INFO] [1698537092.683188047] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.687741261] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.692298475] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.699423810] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.703993025] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.712112406] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698537092.712427421] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.716318604] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698537092.716663620] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [robot-6] [INFO] [1698537092.726912101] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698537092.731003293] [robot]: Doing a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698537092.735467503] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.739930713] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.746368015] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.750857226] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537092.750737220] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [arm-1] [INFO] [1698537092.762946794] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.767730019] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.771843212] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537092.772757255] [environment]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698537092.776123413] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.781781679] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.786017878] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537092.794202262] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698537092.802709662] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.807073867] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.810729038] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.817824372] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537092.822308582] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537092.828159857] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537092.835470201] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [coordinator-2] [INFO] [1698537092.839774403] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698537092.845115654] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.849369853] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.854477093] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [arm-1] [INFO] [1698537092.862800484] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.866934679] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.875519082] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537092.879447266] [robot]: Doing a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698537092.876108109] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.879705278] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.895403016] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537092.904242431] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.908309622] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.917095035] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537092.917051033] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.922387283] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.926282466] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537092.929468616] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698537092.933365799] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537092.937637000] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698537092.941765194] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.946694425] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.951638657] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.970805558] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.975339771] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698537092.991980553] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [arm-1] [INFO] [1698537092.983098135] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698537092.986701305] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537092.996738776] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537093.001676008] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537093.005781201] [robot]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537093.009632381] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537093.022080964] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537093.027012195] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537093.030899378] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [robot-6] [INFO] [1698537093.040235815] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537093.057300615] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537093.075308459] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537093.079916675] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537093.092686273] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698537093.096934472] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537093.120338569] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698537093.124876781] [coordinator]: The time of execution of above program is:1.9526009559631348
trials-all-1  | [coordinator-2] [INFO] [1698537093.129097979] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698537093.133556188] [coordinator]: ENDSIM
trials-all-1 exited with code 0
