 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-55-02-790368-eca8c988cdff-1
trials-all-1  | [coordinator-2] [INFO] [1698537319.682234399] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698537319.690187699] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537319.690834723] [robot]: success
trials-all-1  | [nurse-4] [INFO] [1698537319.697043957] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537319.700431084] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698537319.701884139] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698537319.702645167] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537319.706027295] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537319.708254379] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537319.719182790] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537319.723524953] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698537319.723624957] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698537319.727945120] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537319.737039462] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537319.740930609] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537319.746869832] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698537319.739096539] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698537319.747038838] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698537319.747623860] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [arm-1] [INFO] [1698537319.752821056] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537319.757605236] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698537319.765206522] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537319.765267525] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [nurse-4] [INFO] [1698537319.778492022] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537319.782336167] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537319.789865450] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537319.791441510] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537319.797605742] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698537319.800875865] [robot]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698537319.803325957] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537319.806269068] [robot]: Doing a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698537319.808635157] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537319.813840353] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537319.814808389] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698537319.816563455] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698537319.820862617] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698537319.825487791] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698537319.828143891] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [robot-6] [INFO] [1698537319.831489017] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537319.841784405] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698537319.848225647] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698537319.851659776] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698537319.856286951] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698537319.858342028] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698537319.858616038] [environment]: Action: a_approach_nurse
trials-all-1  | [environment-3] [INFO] [1698537319.862622189] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698537319.864022242] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537319.869633453] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537319.876699719] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537319.877297741] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698537319.884172000] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537319.894653395] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698537319.894661395] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537319.899467576] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537319.902007671] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537319.907885893] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698537319.908226906] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537319.910502991] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [environment-3] [INFO] [1698537319.913500104] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698537319.917168242] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537319.919549332] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537319.931146768] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537319.933758867] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537319.938200034] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537319.945326302] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698537319.949762469] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537319.949800470] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537319.957432758] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537319.961138897] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698537319.962336942] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [arm-1] [INFO] [1698537319.964510024] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537319.973783373] [robot]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537319.974191388] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537319.975635443] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537319.982080685] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698537319.986206841] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537319.993871129] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.005769577] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698537320.014623909] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.025446316] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.028799441] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.034764665] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537320.035192682] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537320.044387027] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698537320.048255172] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.048507181] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.054749416] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.058586560] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537320.063080729] [robot]: Authenticate nurse
trials-all-1  | [robot-6] [INFO] [1698537320.079202334] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537320.084874547] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537320.086456606] [nurse]: success
trials-all-1  | [coordinator-2] [INFO] [1698537320.089971738] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537320.090638763] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537320.091247786] [nurse]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537320.095840959] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537320.103218236] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [nurse-4] [INFO] [1698537320.106130345] [nurse]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698537320.107159384] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.109608476] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.123996016] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537320.130379255] [robot]: Action: a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698537320.130571263] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537320.131522298] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698537320.136774496] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537320.139401594] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.140121621] [robot]: Doing a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698537320.152538087] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.157444272] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.159381344] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698537320.157777284] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698537320.175734958] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698537320.177045008] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.189053459] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698537320.195073685] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.199101836] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537320.199556853] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537320.202151950] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537320.205060060] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.206168101] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698537320.210884278] [nurse]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698537320.216818501] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698537320.218990583] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698537320.219137588] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [nurse-4] [INFO] [1698537320.221346671] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537320.226135851] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.240676397] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.242294458] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698537320.252970858] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.256807002] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.274791678] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537320.279879869] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.281137916] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537320.307244896] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.312767104] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.319145343] [robot]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698537320.321477431] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698537320.331222797] [nurse]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698537320.341107168] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.342754230] [robot]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537320.339319101] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.353808645] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.354996689] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [environment-3] [INFO] [1698537320.355612712] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698537320.358030803] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698537320.370391267] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698537320.372356341] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537320.376636502] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.381341678] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.399632365] [robot]: Deposit
trials-all-1  | [environment-3] [INFO] [1698537320.403154497] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698537320.416094983] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698537320.420322142] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537320.425205325] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537320.431888576] [robot]: Action: a_deposit
trials-all-1  | [environment-3] [INFO] [1698537320.436990768] [environment]: Action: monitor
trials-all-1  | [nurse-4] [INFO] [1698537320.439062846] [nurse]: Action: a_open_door
trials-all-1  | [robot-6] [INFO] [1698537320.440483899] [robot]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698537320.453397384] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698537320.456591504] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537320.458537577] [nurse]: Doing a_open_door
trials-all-1  | [robot-6] [INFO] [1698537320.466266867] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537320.471614068] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.473362133] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698537320.478379322] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698537320.482229466] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.483158501] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698537320.496245993] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.501655196] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.502516228] [robot]: Action: a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698537320.506815390] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.508171440] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537320.521932957] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537320.524391049] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.535349461] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.543449765] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698537320.547786928] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698537320.551360062] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.549405989] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.550876044] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698537320.554353174] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537320.558851343] [coordinator]: plans_actions_current 7 of 11
trials-all-1  | [arm-1] [INFO] [1698537320.559239358] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.566422628] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537320.570511781] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.567677675] [environment]: Receiving message: a_open_door,nurse1,Room3
trials-all-1  | [robot-6] [INFO] [1698537320.572852869] [robot]: Action: a_navto
trials-all-1  | [coordinator-2] [INFO] [1698537320.577041026] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698537320.578512082] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698537320.584676313] [environment]: Action: a_open_door
trials-all-1  | [robot-6] [INFO] [1698537320.589057477] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698537320.590279523] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698537320.596640762] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537320.616551510] [nurse]: success
trials-all-1  | [environment-3] [INFO] [1698537320.618462582] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698537320.627603925] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537320.628543960] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.635195210] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698537320.638952351] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.640441407] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.652881874] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698537320.656539011] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.656922026] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698537320.665827360] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.671206562] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537320.676991779] [environment]: Responding
trials-all-1  | [environment-3] [INFO] [1698537320.686817148] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.688683218] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698537320.689631254] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.694089421] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537320.701680706] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698537320.702750746] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [arm-1] [INFO] [1698537320.707153912] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537320.712411109] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698537320.714780198] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.719378371] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.723216515] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537320.725659606] [coordinator]: plans_actions_current 8 of 11
trials-all-1  | [robot-6] [INFO] [1698537320.729433748] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.745897366] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.749693509] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.753647657] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.749529503] [robot]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698537320.753753661] [robot]: Doing a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698537320.752018596] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698537320.757141789] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.758108825] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.776217505] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698537320.782566743] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698537320.783846791] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.796334260] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698537320.797625309] [environment]: Action: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698537320.802588495] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698537320.810417789] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698537320.812525868] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.812644873] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537320.818274084] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537320.815341974] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537320.826083377] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537320.826513393] [coordinator]: Receiving sync message: action_complete,a_approach_arm
trials-all-1  | [coordinator-2] [INFO] [1698537320.830633548] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698537320.831824593] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.838588847] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.841279948] [coordinator]: plans_actions_current 9 of 11
trials-all-1  | [arm-1] [INFO] [1698537320.856375514] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537320.860375665] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537320.864894834] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.857763567] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537320.862354739] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537320.866506895] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698537320.869405004] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.883363528] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.883411530] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537320.893591912] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537320.898235086] [robot]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698537320.896982039] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.906016378] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537320.906175384] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698537320.909405506] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698537320.920580925] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698537320.925852123] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698537320.932881387] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537320.938347592] [coordinator]: plans_actions_current 10 of 11
trials-all-1  | [arm-1] [INFO] [1698537320.941755720] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.948206962] [robot]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537320.953583164] [robot]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537320.962173487] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.965979630] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698537320.967418684] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698537320.974144936] [robot]: wating for arm1 to pick up from robot1
trials-all-1  | [robot-6] [INFO] [1698537320.983120273] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537320.987945455] [robot]: Pick up
trials-all-1  | [robot-6] [INFO] [1698537320.995181726] [robot]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537320.999631893] [arm]: success
trials-all-1  | [robot-6] [INFO] [1698537321.000937942] [robot]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537321.004234066] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537321.006072135] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537321.014387446] [coordinator]: Receiving sync message: action_complete,a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537321.016857539] [environment]: Receiving message: monitor
trials-all-1  | [coordinator-2] [INFO] [1698537321.025034845] [coordinator]: action_complete
trials-all-1  | [environment-3] [INFO] [1698537321.029599016] [environment]: Action: monitor
trials-all-1  | [coordinator-2] [INFO] [1698537321.038525350] [coordinator]: plans_actions_current 11 of 11
trials-all-1  | [coordinator-2] [INFO] [1698537321.046652655] [coordinator]: The time of execution of above program is:2.550217866897583
trials-all-1  | [coordinator-2] [INFO] [1698537321.055048969] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698537321.063252277] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698537321.075588739] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537321.085882124] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537321.090458296] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537321.108702979] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698537321.145987375] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698537321.154969712] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537321.182717751] [coordinator]: plans_actions_current 12 of 11
trials-all-1  | [coordinator-2] [INFO] [1698537321.192450116] [coordinator]: The time of execution of above program is:2.699885368347168
trials-all-1  | [coordinator-2] [INFO] [1698537321.201392451] [coordinator]: Achieved
trials-all-1  | [coordinator-2] [INFO] [1698537321.230090525] [coordinator]: ENDSIM
trials-all-1 exited with code 0
