 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [environment-3] [INFO] [1698541997.924977937] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541997.929549675] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.934167410] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.944315829] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541997.947436650] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.953213319] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541997.956486131] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541997.967019527] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.970961301] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541997.973416161] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541997.981841678] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.994817934] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541998.001818533] [coordinator]: The time of execution of above program is:3.3709893226623535
trials-all-1  | [coordinator-2] [INFO] [1698541998.005454324] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541998.004501379] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.008157170] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.016334702] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.019893498] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541998.028826987] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.034047688] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.029683938] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.034040688] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.037758475] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.045170051] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.057943320] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.063974975] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.065289900] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541998.069352667] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.073667420] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.078778128] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541998.084357809] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541998.094364236] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541998.099130963] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.104787640] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541998.112595193] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541998.117539910] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.121400689] [coordinator]: The time of execution of above program is:3.515061855316162
trials-all-1  | [robot-6] [INFO] [1698541998.130983140] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.134687928] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.143160444] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.147248210] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.158299577] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541998.161636386] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541998.165574161] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541998.174353658] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.178123443] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.182793175] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.186727950] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.177610472] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.199771204] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.203638982] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.200636154] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.219096098] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541998.221143981] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541998.223098869] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541998.226382681] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541998.230121467] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541998.229123524] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.234422221] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.242241773] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.246532528] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.250867280] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.250178319] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.260007757] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541998.264333509] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.268376278] [coordinator]: The time of execution of above program is:3.66182541847229
trials-all-1  | [arm-1] [INFO] [1698541998.274054953] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.281269540] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.284557352] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.294144803] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541998.298393560] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541998.300138460] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.304310221] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.316716511] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.313323705] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.317199484] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.321106260] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.333061576] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.339202224] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.343037005] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.354600343] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.358730107] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.374961178] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.378914952] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541998.385669565] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541998.389361354] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.386338527] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.390130310] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.393279130] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541998.403963518] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.408453261] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.409720189] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.418822668] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541998.422422462] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541998.423208417] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.427006200] [coordinator]: The time of execution of above program is:3.8205995559692383
trials-all-1  | [coordinator-2] [INFO] [1698541998.430892977] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541998.432114907] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.441154390] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.445180159] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.453729670] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541998.461975198] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.466506939] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.473117561] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.474512481] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.478592247] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.480089162] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.483350975] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541998.495780264] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.507174612] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.515164154] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541998.519279919] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.522610728] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.523502677] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.529103357] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.538593814] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.547254318] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.561320513] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.571877909] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.577400593] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.592934704] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.597111465] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.604750028] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.608926789] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.629068636] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.632234455] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541998.641232940] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541998.648260538] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541998.653045264] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541998.659807877] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541998.663868644] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.667806419] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.673735080] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.678320817] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.684562460] [coordinator]: The time of execution of above program is:4.057660818099976
trials-all-1  | [coordinator-2] [INFO] [1698541998.690301132] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541998.695955808] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541998.697399725] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.701253505] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.704795302] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.717708563] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541998.721781330] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.719092484] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.733931635] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.738089397] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.750183705] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541998.750388693] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.755822382] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.776232214] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541998.780958943] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541998.785016711] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.794283181] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.805526538] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.809949284] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541998.810997224] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541998.833855916] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541998.834018907] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.842767406] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.846727180] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541998.845331260] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541998.849039047] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.854917711] [coordinator]: The time of execution of above program is:4.246445894241333
trials-all-1  | [arm-1] [INFO] [1698541998.867597985] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.878295373] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.882021160] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.879952278] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541998.883887053] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541998.894048472] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.894226461] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541998.897904251] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541998.909548585] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.913510358] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541998.914848281] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698541998.927057583] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541998.930007414] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541998.932541269] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541998.936532040] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541998.952660117] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541998.961160631] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541998.966578321] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541998.970699085] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541998.974674857] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541998.978429643] [coordinator]: The time of execution of above program is:4.372122049331665
trials-all-1  | [arm-1] [INFO] [1698541998.974998839] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541998.978742625] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541998.986273194] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541998.989884987] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.001409328] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541999.007267993] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541999.008399928] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541999.019906270] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.031438612] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.035838360] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.039668141] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.043085946] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.034865416] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.038951182] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.042518978] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.064957696] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.077801963] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.078303934] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541999.085889500] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.086799448] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.092305134] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.096157914] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.099826704] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541999.110552091] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541999.125589232] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541999.130952926] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541999.139546435] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541999.144268165] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.145113117] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541999.154350589] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.157985381] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.166102917] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.170084690] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.170073690] [coordinator]: The time of execution of above program is:4.542670249938965
trials-all-1  | [coordinator-2] [INFO] [1698541999.175585376] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541999.179339161] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541999.195380245] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.201859874] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.209091461] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541999.218402929] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.222372702] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.219174885] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.222973668] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541999.239362732] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541999.243171514] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.240527665] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.244000467] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.251956012] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.260501524] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.267213140] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541999.276913586] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.281261338] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.286717026] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.289500867] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541999.296566463] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.304193027] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.307578834] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.305741939] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541999.309406729] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541999.319787136] [coordinator]: The time of execution of above program is:4.706878900527954
trials-all-1  | [coordinator-2] [INFO] [1698541999.323434928] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541999.320450099] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.324017895] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.327689685] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.333348362] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.339947984] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541999.355939071] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541999.359204884] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.368989325] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541999.368961327] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.374490011] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.380308678] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.374855990] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.380315678] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.390213113] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541999.393645916] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541999.397989668] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.401822449] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.408920044] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.412580835] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.412949813] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541999.423026238] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.424861133] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541999.436699456] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.447540837] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.454453442] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.458071235] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.473653345] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.477362133] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.487660545] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.497192000] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.506894446] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.510565236] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.522419559] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.526366333] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541999.530280110] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.525077407] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541999.540988498] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541999.548407074] [coordinator]: The time of execution of above program is:4.938540458679199
trials-all-1  | [arm-1] [INFO] [1698541999.555703657] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541999.562490269] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.566610034] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541999.574391589] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541999.579065322] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541999.581340192] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.584985984] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.598389218] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541999.602229999] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.607339707] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541999.613796338] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.620695944] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541999.621064923] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541999.625615663] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541999.633881190] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541999.637599978] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541999.646499469] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541999.649662289] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541999.658079808] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541999.668850192] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541999.671836022] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541999.673463929] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541999.677717686] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541999.680141547] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541999.683825337] [coordinator]: The time of execution of above program is:5.077655553817749
trials-all-1  | [coordinator-2] [INFO] [1698541999.687318137] [coordinator]: Failed
